type,word,count,substituted_with
substitution,get,1,come
substitution,get,1,to
substitution,get,1,ill
substitution,get,1,inside
substitution,get,1,cause
substitution,get,1,investin
substitution,get,1,and
substitution,get,1,aint
substitution,get,1,shit
substitution,lazy,1,damn
substitution,mojo,1,lazy
substitution,deals,1,i
substitution,trappin,1,mojo
substitution,80s,1,been
substitution,sucked,1,like
substitution,nigga,1,80s
substitution,nigga,1,out
substitution,nigga,1,which
substitution,nigga,1,went
substitution,soul,1,she
substitution,soul,1,i
substitution,gotta,1,such
substitution,gotta,1,be
substitution,gotta,1,people
substitution,gotta,1,to
substitution,gotta,1,collar
substitution,gotta,1,tryna
substitution,gotta,1,sign
substitution,gotta,1,it
substitution,gotta,1,niggas
substitution,gotta,1,prada
substitution,cash,1,a
substitution,cash,1,ask
substitution,app,1,nigga
substitution,wipe,1,the
substitution,nose,1,told
substitution,slatt,1,wipe
substitution,slatt,1,a
substitution,never,1,say
substitution,never,1,cause
substitution,never,1,tears
substitution,never,1,im
substitution,never,1,postout
substitution,never,1,no
substitution,never,1,you
substitution,sell,1,slat
substitution,where,1,and
substitution,where,1,niggas
substitution,stash,1,was
substitution,cruise,1,back
substitution,city,1,stash
substitution,bulletproof,1,city
substitution,cadillac,1,in
substitution,cause,1,bulletproof
substitution,cause,1,good
substitution,cause,1,something
substitution,cause,1,this
substitution,cause,1,ah
substitution,cause,1,make
substitution,cause,1,is
substitution,cause,1,bad
substitution,cause,1,and
substitution,cause,1,be
substitution,cause,1,much
substitution,cause,1,seasons
substitution,these,1,i
substitution,these,1,player
substitution,after,1,these
substitution,for,1,fire
substitution,for,1,to
substitution,for,1,i
substitution,for,1,me
substitution,for,1,of
substitution,for,1,no
substitution,for,2,heartless
substitution,for,1,im
substitution,for,1,fuck
substitution,for,1,woke
substitution,playin,1,playing
substitution,rim,1,reign
substitution,yummyyum,3,yummy
substitution,yummyyum,1,on
substitution,yummyyum,1,way
substitution,yummyyum,1,got
substitution,yummyyum,1,the
substitution,yummyyummy,2,yummy
substitution,yummyyummy,1,babe
substitution,word,2,yeah
substitution,word,1,stable
substitution,way,1,day
substitution,way,2,the
substitution,way,1,stay
substitution,way,1,babe
substitution,way,1,got
substitution,way,1,it
substitution,babe,1,day
substitution,babe,1,the
substitution,babe,1,on
substitution,babe,1,or
substitution,babe,1,say
substitution,babe,1,word
substitution,babe,1,set
substitution,babe,1,yeah
substitution,night,1,way
substitution,night,1,sure
substitution,night,1,its
substitution,night,1,she
substitution,day,1,babe
substitution,day,1,million
substitution,day,1,like
substitution,mornin,1,way
substitution,or,1,bonafide
substitution,or,1,oh
substitution,or,1,what
substitution,or,1,go
substitution,or,1,a
substitution,late,1,aint
substitution,bona,1,on
substitution,fide,1,the
substitution,stallion,1,run
substitution,no,1,the
substitution,no,1,youre
substitution,no,1,your
substitution,no,1,good
substitution,no,1,a
substitution,no,1,tell
substitution,no,1,man
substitution,no,3,i
substitution,no,2,just
substitution,no,1,and
substitution,no,1,is
substitution,no,1,gon
substitution,no,1,they
substitution,no,1,baby
substitution,no,1,we
substitution,no,1,with
substitution,stable,1,side
substitution,stay,1,one
substitution,run,1,time
substitution,run,1,cold
substitution,run,1,let
substitution,run,1,on
substitution,run,1,the
substitution,run,1,but
substitution,youre,1,get
substitution,youre,1,you
substitution,youre,1,i
substitution,youre,1,it
substitution,youre,1,all
substitution,number,1,it
substitution,time,1,the
substitution,time,1,and
substitution,time,1,i
substitution,fiftyfifty,1,on
substitution,split,1,a
substitution,racks,1,lit
substitution,help,1,and
substitution,help,1,i
substitution,spend,1,that
substitution,light,1,watch
substitution,match,1,sunset
substitution,litty,1,home
substitution,jet,1,rolling
substitution,set,1,eyes
substitution,set,1,that
substitution,watch,1,back
substitution,watch,1,across
substitution,sunset,1,my
substitution,rollin,1,toes
substitution,head,1,you
substitution,toes,1,yummy
substitution,curl,1,yummy
substitution,feeling,1,feelin
substitution,feeling,1,hair
substitution,feeling,1,of
substitution,feeling,1,the
substitution,feeling,1,even
substitution,as,1,check
substitution,as,1,gone
substitution,as,1,all
substitution,as,1,the
substitution,hell,1,my
substitution,hell,1,dust
substitution,hair,2,nails
substitution,toss,2,baby
substitution,check,2,how
substitution,nails,2,feelin
substitution,woo,1,your
substitution,woo,1,in
substitution,child,1,shoulders
substitution,tired,1,off
substitution,bullshit,1,movin
substitution,dust,1,tryin
substitution,shoulders,1,get
substitution,moving,1,in
substitution,yes,1,there
substitution,lord,1,swimwear
substitution,lord,1,some
substitution,tryna,1,goin
substitution,tryna,1,the
substitution,tryna,1,but
substitution,tryna,1,never
substitution,tryna,1,to
substitution,tryna,1,trying
substitution,tryna,1,dog
substitution,tryna,1,mama
substitution,tryna,1,and
substitution,new,1,pool
substitution,swimwear,1,come
substitution,goingtothepool,1,dry
substitution,dry,1,you
substitution,star,1,sky
substitution,touch,1,that
substitution,touch,1,no
substitution,sky,1,hard
substitution,hard,1,try
substitution,have,1,need
substitution,have,1,love
substitution,have,1,nothing
substitution,have,1,youre
substitution,need,1,if
substitution,need,1,gotta
substitution,need,1,know
substitution,need,1,it
substitution,need,1,do
substitution,need,1,find
substitution,need,1,pound
substitution,advice,1,he
substitution,let,1,dont
substitution,let,1,lay
substitution,let,1,the
substitution,let,1,honey
substitution,let,1,its
substitution,let,1,our
substitution,simplify,1,you
substitution,anymore,1,ass
substitution,walk,1,the
substitution,walk,1,you
substitution,walk,1,let
substitution,ass,1,do
substitution,ass,1,got
substitution,ass,1,okay
substitution,door,1,toss
substitution,offkey,1,off
substitution,rosecolored,1,rose
substitution,hurtin,1,herd
substitution,dancing,1,dance
substitution,bruises,1,roses
substitution,mama,1,momma
substitution,mama,1,it
substitution,tight,1,type
substitution,cut,1,what
substitution,about,1,gotta
substitution,about,1,it
substitution,two,1,what
substitution,times,1,a
substitution,question,1,be
substitution,reason,1,locked
substitution,yours,1,by
substitution,yours,1,what
substitution,yours,1,up
substitution,yours,1,you
substitution,move,1,man
substitution,earth,1,say
substitution,fight,1,man
substitution,smile,1,last
substitution,flaws,1,first
substitution,flaws,1,day
substitution,flaws,1,nine
substitution,tryin,1,a
substitution,parttime,1,what
substitution,lover,1,a
substitution,sign,1,man
substitution,fulltime,1,totally
substitution,do,1,prove
substitution,do,1,grab
substitution,do,1,and
substitution,do,1,be
substitution,do,1,thing
substitution,do,1,sky
substitution,do,1,gonna
substitution,do,1,in
substitution,do,1,brutal
substitution,do,1,there
substitution,do,1,circles
substitution,man,1,tryna
substitution,man,1,stupid
substitution,man,1,you
substitution,man,1,the
substitution,man,1,not
substitution,man,1,lover
substitution,man,1,are
substitution,man,1,can
substitution,man,1,me
substitution,pray,1,and
substitution,first,1,gave
substitution,totally,1,lock
substitution,locked,1,on
substitution,by,1,doors
substitution,prove,1,me
substitution,allornothing,1,all
substitution,liked,1,like
substitution,numbed,1,know
substitution,pain,1,poet
substitution,pain,1,for
substitution,guard,1,gun
substitution,pulled,1,pull
substitution,getting,1,scared
substitution,being,1,be
substitution,loved,1,were
substitution,going,1,left
substitution,under,1,im
substitution,under,1,and
substitution,theres,2,i
substitution,theres,1,gotta
substitution,chest,1,no
substitution,anger,1,malice
substitution,malice,1,little
substitution,little,1,regret
substitution,little,1,this
substitution,bit,1,know
substitution,bit,1,rich
substitution,regret,1,else
substitution,regret,1,will
substitution,else,1,so
substitution,gonna,1,and
substitution,gonna,1,a
substitution,jot,1,then
substitution,down,1,out
substitution,down,1,would
substitution,down,1,and
substitution,down,1,plant
substitution,half,1,that
substitution,think,1,cant
substitution,think,1,keep
substitution,think,1,cause
substitution,hole,1,and
substitution,inside,1,cars
substitution,inside,1,facades
substitution,inside,1,the
substitution,inside,1,do
substitution,money,1,i
substitution,money,1,lines
substitution,money,1,heartless
substitution,money,1,why
substitution,drugs,1,never
substitution,cars,1,had
substitution,glad,1,with
substitution,glad,1,then
substitution,ever,1,you
substitution,ever,1,cause
substitution,ever,1,only
substitution,ever,1,summer
substitution,ever,1,airscent
substitution,ever,1,aint
substitution,nothing,1,you
substitution,nothing,1,have
substitution,unless,1,oh
substitution,something,1,feel
substitution,something,1,run
substitution,feel,1,tried
substitution,feel,1,it
substitution,sorry,1,help
substitution,sad,1,aint
substitution,tried,1,bad
substitution,tried,1,aint
substitution,made,1,about
substitution,made,1,so
substitution,made,1,cause
substitution,made,1,i
substitution,mad,1,are
substitution,warning,1,made
substitution,who,1,out
substitution,without,1,that
substitution,breaking,1,you
substitution,ran,1,touch
substitution,fuckin,1,again
substitution,far,1,wont
substitution,would,1,alligator
substitution,would,1,it
substitution,would,1,say
substitution,again,1,had
substitution,again,1,dare
substitution,alligator,1,gonna
substitution,tears,1,start
substitution,mustard,1,i
substitution,beat,1,ice
substitution,hoe,1,on
substitution,shawty,1,you
substitution,shawty,1,if
substitution,shawty,1,i
substitution,clap,1,a
substitution,applause,1,gotta
substitution,high,1,keep
substitution,high,1,a
substitution,fashion,1,my
substitution,goyard,1,on
substitution,gwagon,1,go
substitution,rover,1,that
substitution,ice,1,floor
substitution,ice,1,to
substitution,cold,1,deal
substitution,cold,1,do
substitution,drop,1,hands
substitution,drop,1,too
substitution,drop,1,needed
substitution,floorfloor,1,okay
substitution,ahah,1,i
substitution,woah,1,call
substitution,deal,1,babe
substitution,deal,1,probably
substitution,none,1,aint
substitution,more,1,got
substitution,hop,1,of
substitution,hop,1,hot
substitution,benz,1,let
substitution,is,1,me
substitution,is,1,i
substitution,is,1,love
substitution,is,1,the
substitution,is,1,low
substitution,is,1,roll
substitution,prada,1,start
substitution,bae,1,at
substitution,bae,1,like
substitution,bae,1,shanaynay
substitution,bae,1,pull
substitution,bae,1,and
substitution,player,1,the
substitution,player,1,up
substitution,baes,1,shoe
substitution,start,1,right
substitution,bottom,1,want
substitution,bottom,1,i
substitution,shoe,1,doing
substitution,red,1,dont
substitution,ride,1,in
substitution,top,1,44
substitution,top,1,drop
substitution,chanene,1,if
substitution,dioo,1,i
substitution,only,1,a
substitution,only,1,like
substitution,only,1,youre
substitution,only,1,do
substitution,only,1,got
substitution,promo,1,inside
substitution,pull,1,heart
substitution,rise,1,pedicure
substitution,fourfour,1,do
substitution,cocoa,1,you
substitution,facades,1,anything
substitution,state,1,i
substitution,lost,1,eyes
substitution,believe,1,dont
substitution,believe,1,me
substitution,believe,1,i
substitution,mine,1,walk
substitution,honey,1,through
substitution,honey,1,for
substitution,fire,1,let
substitution,fire,1,adore
substitution,fire,1,blood
substitution,adore,1,walk
substitution,adore,1,only
substitution,thing,1,its
substitution,thing,1,wonder
substitution,thing,1,it
substitution,wonder,1,skin
substitution,summer,1,lemon
substitution,summer,1,would
substitution,skies,1,overrides
substitution,skies,1,you
substitution,brown,1,believe
substitution,skin,1,it
substitution,lemon,1,dont
substitution,wait,1,roxanne
substitution,wait,1,drive
substitution,94,1,she
substitution,brakes,1,party
substitution,roxanne,1,night
substitution,roxanne,1,god
substitution,roxanne,1,think
substitution,roxanne,1,met
substitution,roxanne,1,her
substitution,party,1,me
substitution,party,1,hills
substitution,party,1,for
substitution,god,1,alright
substitution,alright,1,a
substitution,an,1,back
substitution,asshole,1,though
substitution,running,1,all
substitution,running,1,cause
substitution,running,1,i
substitution,though,1,wanna
substitution,pay,1,all
substitution,met,1,just
substitution,hills,1,thrill
substitution,thrill,1,but
substitution,drive,1,throw
substitution,drive,1,a
substitution,poodle,1,money
substitution,throw,1,wait
substitution,gon,1,its
substitution,ayy,1,long
substitution,ayy,2,so
substitution,ayy,1,poppin
substitution,lines,1,whip
substitution,long,1,fall
substitution,whip,1,when
substitution,whip,1,my
substitution,whip,1,finished
substitution,roof,1,cash
substitution,find,1,one
substitution,find,1,we
substitution,fix,1,ive
substitution,dodgin,1,in
substitution,death,1,the
substitution,six,1,amphetamine
substitution,speed,1,got
substitution,amphetamine,1,my
substitution,stummy,1,sickly
substitution,feelin,1,i
substitution,sickly,1,want
substitution,runnin,1,pussy
substitution,pussy,1,dog
substitution,pussy,1,a
substitution,dog,1,models
substitution,pound,1,getting
substitution,models,1,in
substitution,gettin,1,a
substitution,faded,1,compound
substitution,compound,1,me
substitution,pulse,1,heartless
substitution,why,1,im
substitution,why,1,make
substitution,heartless,1,my
substitution,heartless,1,pain
substitution,heartless,1,better
substitution,heartless,1,be
substitution,ways,1,money
substitution,low,2,said
substitution,low,1,at
substitution,life,2,im
substitution,life,1,tryna
substitution,life,1,so
substitution,said,1,man
substitution,said,1,falling
substitution,better,1,wetting
substitution,weddin,1,life
substitution,plan,1,cause
substitution,plan,1,to
substitution,bummer,3,by
substitution,awkward,1,hawk
substitution,leg,1,that
substitution,secluded,1,supported
substitution,before,1,so
substitution,f,1,fuck
substitution,babies,1,value
substitution,leave,1,deal
substitution,trips,1,i
substitution,next,1,baby
substitution,week,1,that
substitution,bands,1,you
substitution,n,1,next
substitution,flex,1,long
substitution,od,1,for
substitution,od,1,cheap
substitution,sex,1,so
substitution,pretty,1,you
substitution,lil,1,got
substitution,lil,1,you
substitution,wildin,1,got
substitution,took,1,and
substitution,mileage,1,took
substitution,hittin,1,the
substitution,dm,1,mileage
substitution,dm,1,some
substitution,lookin,1,way
substitution,violent,1,they
substitution,talkin,1,hittin
substitution,talkin,1,diggity
substitution,silent,1,why
substitution,flew,1,you
substitution,flew,1,cop
substitution,coop,1,around
substitution,17,1,now
substitution,guidance,1,silent
substitution,stayin,1,coupe
substitution,vibes,1,stayin
substitution,nowhere,1,the
substitution,bein,1,fives
substitution,modest,1,is
substitution,poppin,1,it
substitution,poppin,1,bein
substitution,nine,1,in
substitution,five,1,bag
substitution,work,1,workin
substitution,perfect,1,i
substitution,ooh,1,you
substitution,til,1,dr
substitution,were,1,th
substitution,were,1,flag
substitution,were,1,so
substitution,upside,1,spark
substitution,bad,1,couldnt
substitution,guy,1,turn
substitution,proud,1,ill
substitution,seasons,1,tried
substitution,change,1,you
substitution,our,1,believe
substitution,went,1,we
substitution,went,1,it
substitution,feed,1,this
substitution,flame,1,time
substitution,away,1,feed
substitution,away,1,go
substitution,away,1,you
substitution,away,1,blame
substitution,circles,1,cant
substitution,circles,1,take
substitution,dare,1,were
substitution,waiting,1,run
substitution,take,1,something
substitution,take,1,hit
substitution,blame,1,waiting
substitution,withdrawals,1,a
substitution,sin,1,cities
substitution,walkin,1,walking
substitution,bbobby,1,bbabi
substitution,heenan,1,meaning
substitution,mania,1,maniacs
substitution,shadys,1,shades
substitution,possed,1,posse
substitution,sleepin,1,sleep
substitution,hydroxycut,1,hydroxy
substitution,pass,1,cut
substitution,courvoisi,1,kibasi
substitution,finna,1,finish
substitution,play,1,playdate
substitution,vacay,1,vacate
substitution,craycray,1,cray
substitution,j,1,jahaha
substitution,hahaha,1,laughing
substitution,durin,1,during
substitution,road,1,world
substitution,godzilla,1,bottle
substitution,godzilla,1,monster
substitution,spitter,1,spit
substitution,louis,1,fire
substitution,louis,1,cricket
substitution,v,1,but
substitution,v,1,onyx
substitution,carpet,1,to
substitution,carpet,1,told
substitution,monster,1,on
substitution,blood,1,the
substitution,dance,1,im
substitution,floor,1,just
substitution,product,1,balls
substitution,slick,1,him
substitution,rick,1,just
substitution,onyx,1,did
substitution,balls,1,pissed
substitution,appalled,1,impossible
substitution,did,1,to
substitution,did,1,whats
substitution,many,1,them
substitution,pissed,1,in
substitution,impossible,1,all
substitution,list,1,im
substitution,midst,1,a
substitution,mental,1,steer
substitution,hospital,1,you
substitution,crystal,1,tomorrow
substitution,ball,1,risper
substitution,still,1,fists
substitution,still,1,the
substitution,tomorrow,1,up
substitution,risperdal,1,against
substitution,voices,1,the
substitution,whisper,1,wall
substitution,fist,1,drawn
substitution,balled,1,just
substitution,against,1,to
substitution,wall,1,ballistic
substitution,pencil,1,on
substitution,drawn,1,you
substitution,song,1,pistol
substitution,dropped,1,drop
substitution,dropped,1,go
substitution,since,1,nobody
substitution,jetson,1,boppin
substitution,another,1,flew
substitution,hah,1,with
substitution,hah,1,ha
substitution,needed,1,blunt
substitution,bop,1,the
substitution,past,1,in
substitution,blunt,1,good
substitution,swervin,1,country
substitution,cop,1,and
substitution,fly,1,milli
substitution,country,1,legitly
substitution,finish,1,still
substitution,milli,1,with
substitution,legitly,1,name
substitution,shits,1,spot
substitution,hot,1,figure
substitution,hot,1,deal
substitution,asking,1,i
substitution,pictures,1,up
substitution,huh,1,on
substitution,name,1,im
substitution,spot,1,just
substitution,figure,1,a
substitution,which,1,hundred
substitution,uhhuh,1,me
substitution,woke,1,in
substitution,couple,1,mouth
substitution,mil,1,bless
substitution,plate,1,me
substitution,eat,1,bout
substitution,investing,1,some
substitution,real,1,as
substitution,estate,1,as
substitution,gave,1,i
substitution,open,1,im
substitution,less,1,the
substitution,bout,1,tryna
substitution,finding,1,find
substitution,found,1,know
substitution,flipped,1,gettin
substitution,flip,1,dm
substitution,different,1,nigga
substitution,dig,1,be
substitution,dig,1,turn
substitution,stiff,1,ass
substitution,mentions,1,like
substitution,from,1,bob
insertion,aint,1,
insertion,of,5,
insertion,everything,1,
insertion,weve,1,
insertion,i,3,
insertion,a,2,
insertion,us,1,
insertion,what,1,
insertion,my,4,
insertion,here,1,
insertion,no,3,
insertion,gone,1,
insertion,with,3,
insertion,where,1,
insertion,out,2,
insertion,at,1,
insertion,they,1,
insertion,run,1,
insertion,hair,1,
insertion,key,1,
insertion,colored,1,
insertion,and,3,
insertion,that,1,
insertion,do,1,
insertion,pray,1,
insertion,youre,1,
insertion,not,1,
insertion,all,1,
insertion,up,1,
insertion,it,2,
insertion,anger,1,
insertion,get,1,
insertion,sad,1,
insertion,who,1,
insertion,woah,1,
insertion,is,1,
insertion,adore,1,
insertion,just,1,
insertion,wanna,1,
insertion,player,1,
insertion,she,1,
insertion,cause,2,
insertion,im,2,
insertion,but,1,
insertion,hook,1,
insertion,deep,1,
insertion,girl,2,
insertion,yeah,1,
insertion,got,1,
insertion,to,1,
insertion,drought,1,
insertion,past,1,
insertion,cray,1,
insertion,the,1,
insertion,this,1,
insertion,some,1,
